Date,Team1,Team2,Venue,Toss_Winner,Toss_Decision,Winner,Umpire1,Umpire2
2022-05-21 06:10:01,Kings XI Punjab,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Kings XI Punjab,field,Sunrisers Hyderabad,Umpire9,Umpire17
2021-10-27 01:38:50,Sunrisers Hyderabad,Delhi Capitals,Wankhede Stadium,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Umpire15,Umpire3
2011-05-31 04:47:34,Gujarat Titans,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Umpire7,Umpire14
2023-07-30 14:06:04,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire10,Umpire15
2008-09-13 05:43:28,Lucknow Super Giants,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire6,Umpire4
2009-05-17 04:30:36,Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Mumbai Indians,Umpire4,Umpire7
2022-01-13 10:51:18,Chennai Super Kings,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,Chennai Super Kings,Umpire11,Umpire16
2011-01-16 13:54:28,Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals,Umpire3,Umpire5
2012-09-18 01:37:51,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,bat,Royal Challengers Bangalore,Umpire7,Umpire1
2022-03-24 15:07:11,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,field,Kolkata Knight Riders,Umpire2,Umpire6
2013-10-08 13:19:09,Lucknow Super Giants,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,Lucknow Super Giants,Umpire17,Umpire12
2009-06-22 15:47:47,Sunrisers Hyderabad,Gujarat Titans,M. Chinnaswamy Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire20,Umpire18
2020-01-14 07:53:10,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire20,Umpire15
2009-09-24 17:00:15,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Sunrisers Hyderabad,bat,Chennai Super Kings,Umpire12,Umpire16
2016-10-08 06:38:26,Royal Challengers Bangalore,Lucknow Super Giants,Eden Gardens,Royal Challengers Bangalore,field,Lucknow Super Giants,Umpire6,Umpire17
2011-04-11 20:49:56,Lucknow Super Giants,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Lucknow Super Giants,Umpire8,Umpire20
2017-05-26 15:51:47,Chennai Super Kings,Lucknow Super Giants,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire20,Umpire19
2013-11-04 23:52:35,Rajasthan Royals,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,field,Rajasthan Royals,Umpire16,Umpire7
2015-07-10 16:38:04,Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,Mumbai Indians,field,Mumbai Indians,Umpire9,Umpire3
2023-07-04 15:05:56,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,field,Mumbai Indians,Umpire19,Umpire13
2008-08-19 03:34:07,Sunrisers Hyderabad,Kolkata Knight Riders,Wankhede Stadium,Sunrisers Hyderabad,field,Kolkata Knight Riders,Umpire20,Umpire5
2012-10-31 15:04:26,Kings XI Punjab,Chennai Super Kings,Eden Gardens,Kings XI Punjab,bat,Kings XI Punjab,Umpire12,Umpire12
2009-06-30 10:54:04,Mumbai Indians,Gujarat Titans,Eden Gardens,Mumbai Indians,bat,Gujarat Titans,Umpire11,Umpire7
2023-03-29 02:24:45,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire16,Umpire13
2014-03-03 09:22:10,Lucknow Super Giants,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire16,Umpire12
2016-10-21 20:59:28,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire4,Umpire19
2009-02-25 02:53:45,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,field,Delhi Capitals,Umpire9,Umpire12
2023-08-06 09:22:37,Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,field,Chennai Super Kings,Umpire12,Umpire14
2019-11-08 20:05:09,Kings XI Punjab,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire1,Umpire6
2019-10-31 15:30:52,Mumbai Indians,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire4,Umpire19
2009-07-31 16:51:13,Mumbai Indians,Rajasthan Royals,Eden Gardens,Mumbai Indians,field,Rajasthan Royals,Umpire19,Umpire20
2024-04-20 17:41:58,Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals,Umpire17,Umpire13
2017-08-10 05:40:54,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire10,Umpire11
2023-11-12 06:52:35,Royal Challengers Bangalore,Kings XI Punjab,Arun Jaitley Stadium,Royal Challengers Bangalore,field,Kings XI Punjab,Umpire16,Umpire7
2009-09-02 20:48:07,Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire17,Umpire19
2019-11-26 00:55:05,Kolkata Knight Riders,Lucknow Super Giants,Wankhede Stadium,Kolkata Knight Riders,field,Lucknow Super Giants,Umpire5,Umpire11
2007-05-10 14:54:13,Gujarat Titans,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,Mumbai Indians,Umpire20,Umpire12
2022-12-14 16:29:22,Gujarat Titans,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,field,Delhi Capitals,Umpire13,Umpire6
2010-09-30 00:31:52,Mumbai Indians,Lucknow Super Giants,Eden Gardens,Mumbai Indians,field,Mumbai Indians,Umpire13,Umpire18
2015-11-01 20:18:52,Kings XI Punjab,Rajasthan Royals,Wankhede Stadium,Kings XI Punjab,bat,Rajasthan Royals,Umpire8,Umpire19
2010-07-03 21:25:05,Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Umpire5,Umpire8
2015-01-11 19:40:20,Chennai Super Kings,Delhi Capitals,Wankhede Stadium,Chennai Super Kings,field,Delhi Capitals,Umpire3,Umpire18
2023-02-06 06:17:28,Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,field,Kolkata Knight Riders,Umpire10,Umpire15
2018-04-21 02:41:37,Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Kolkata Knight Riders,Umpire11,Umpire20
2012-06-22 15:30:10,Delhi Capitals,Sunrisers Hyderabad,Wankhede Stadium,Delhi Capitals,field,Sunrisers Hyderabad,Umpire7,Umpire8
2009-02-02 23:39:40,Sunrisers Hyderabad,Lucknow Super Giants,Eden Gardens,Sunrisers Hyderabad,field,Lucknow Super Giants,Umpire20,Umpire9
2016-09-07 02:19:47,Delhi Capitals,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,field,Delhi Capitals,Umpire18,Umpire17
2014-11-14 21:53:29,Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire20,Umpire4
2020-11-18 16:10:52,Kings XI Punjab,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,Delhi Capitals,Umpire13,Umpire18
2021-10-13 05:14:22,Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire10,Umpire16
2015-08-27 09:45:33,Delhi Capitals,Mumbai Indians,Wankhede Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire5,Umpire12
2009-06-29 14:52:36,Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,field,Rajasthan Royals,Umpire9,Umpire3
2022-08-07 20:11:32,Kings XI Punjab,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,Mumbai Indians,Umpire12,Umpire18
2018-11-22 00:53:39,Mumbai Indians,Kings XI Punjab,Arun Jaitley Stadium,Mumbai Indians,field,Kings XI Punjab,Umpire18,Umpire17
2014-04-03 13:50:27,Kings XI Punjab,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Kings XI Punjab,bat,Kings XI Punjab,Umpire11,Umpire20
2015-04-11 15:15:47,Rajasthan Royals,Kings XI Punjab,Wankhede Stadium,Rajasthan Royals,bat,Kings XI Punjab,Umpire17,Umpire18
2013-07-13 14:55:35,Sunrisers Hyderabad,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Umpire20,Umpire17
2010-02-25 14:04:06,Mumbai Indians,Rajasthan Royals,Eden Gardens,Mumbai Indians,bat,Rajasthan Royals,Umpire16,Umpire3
2011-12-16 16:26:57,Kings XI Punjab,Sunrisers Hyderabad,Wankhede Stadium,Kings XI Punjab,field,Sunrisers Hyderabad,Umpire15,Umpire3
2010-05-24 08:27:24,Sunrisers Hyderabad,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire10,Umpire20
2018-09-22 19:02:57,Gujarat Titans,Kings XI Punjab,Arun Jaitley Stadium,Gujarat Titans,bat,Gujarat Titans,Umpire4,Umpire15
2023-03-01 23:25:40,Rajasthan Royals,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire17,Umpire14
2021-08-21 00:42:22,Gujarat Titans,Kings XI Punjab,Arun Jaitley Stadium,Kings XI Punjab,bat,Gujarat Titans,Umpire1,Umpire3
2017-12-18 15:09:30,Gujarat Titans,Delhi Capitals,Wankhede Stadium,Gujarat Titans,bat,Delhi Capitals,Umpire2,Umpire9
2011-03-25 18:14:19,Rajasthan Royals,Mumbai Indians,Arun Jaitley Stadium,Rajasthan Royals,field,Mumbai Indians,Umpire1,Umpire5
2022-08-08 01:53:21,Kolkata Knight Riders,Rajasthan Royals,Arun Jaitley Stadium,Kolkata Knight Riders,field,Rajasthan Royals,Umpire17,Umpire3
2008-04-28 21:28:09,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,Chennai Super Kings,Umpire16,Umpire14
2021-06-14 02:21:40,Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,field,Chennai Super Kings,Umpire4,Umpire14
2010-07-01 18:05:08,Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire6,Umpire16
2021-10-15 05:16:33,Gujarat Titans,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Gujarat Titans,Umpire12,Umpire20
2022-09-17 17:40:25,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire1,Umpire7
2023-02-11 05:52:40,Delhi Capitals,Royal Challengers Bangalore,Wankhede Stadium,Delhi Capitals,field,Delhi Capitals,Umpire10,Umpire14
2021-05-24 16:34:46,Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,Gujarat Titans,Umpire14,Umpire20
2012-07-26 06:52:04,Royal Challengers Bangalore,Lucknow Super Giants,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire15,Umpire20
2022-06-28 17:43:32,Delhi Capitals,Kolkata Knight Riders,M. Chinnaswamy Stadium,Delhi Capitals,bat,Kolkata Knight Riders,Umpire13,Umpire7
2017-10-18 03:35:24,Mumbai Indians,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,field,Mumbai Indians,Umpire6,Umpire7
2008-03-16 12:07:26,Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,bat,Chennai Super Kings,Umpire6,Umpire10
2008-10-25 23:42:49,Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,Delhi Capitals,field,Mumbai Indians,Umpire17,Umpire5
2016-06-22 10:02:01,Royal Challengers Bangalore,Mumbai Indians,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Mumbai Indians,Umpire5,Umpire17
2015-07-01 17:10:29,Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,Chennai Super Kings,bat,Delhi Capitals,Umpire6,Umpire14
2024-03-21 03:24:04,Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,field,Rajasthan Royals,Umpire8,Umpire20
2015-10-05 13:43:53,Mumbai Indians,Delhi Capitals,Eden Gardens,Mumbai Indians,bat,Delhi Capitals,Umpire10,Umpire5
2022-03-07 09:28:54,Mumbai Indians,Chennai Super Kings,Eden Gardens,Mumbai Indians,field,Mumbai Indians,Umpire13,Umpire10
2023-09-03 15:38:57,Royal Challengers Bangalore,Kings XI Punjab,Arun Jaitley Stadium,Royal Challengers Bangalore,field,Kings XI Punjab,Umpire16,Umpire3
2007-12-25 18:09:46,Chennai Super Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire5,Umpire12
2010-12-17 05:45:13,Gujarat Titans,Kolkata Knight Riders,M. Chinnaswamy Stadium,Gujarat Titans,bat,Gujarat Titans,Umpire4,Umpire18
2015-07-20 02:17:35,Delhi Capitals,Rajasthan Royals,M. Chinnaswamy Stadium,Delhi Capitals,bat,Delhi Capitals,Umpire12,Umpire17
2009-10-16 19:51:13,Rajasthan Royals,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,bat,Rajasthan Royals,Umpire1,Umpire9
2021-07-08 11:52:22,Chennai Super Kings,Mumbai Indians,Eden Gardens,Chennai Super Kings,bat,Mumbai Indians,Umpire3,Umpire7
2017-11-11 12:28:40,Chennai Super Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Royal Challengers Bangalore,Umpire12,Umpire20
2016-05-12 13:47:57,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,Rajasthan Royals,Umpire5,Umpire5
2021-06-24 20:32:28,Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,Gujarat Titans,field,Gujarat Titans,Umpire20,Umpire19
2018-11-18 00:39:40,Chennai Super Kings,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals,Umpire4,Umpire4
2011-06-08 01:44:57,Mumbai Indians,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,bat,Gujarat Titans,Umpire1,Umpire13
2022-02-26 02:02:50,Delhi Capitals,Rajasthan Royals,Eden Gardens,Delhi Capitals,bat,Rajasthan Royals,Umpire17,Umpire10
2008-12-27 03:12:12,Royal Challengers Bangalore,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,bat,Royal Challengers Bangalore,Umpire3,Umpire14
2009-03-01 22:13:58,Rajasthan Royals,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire1,Umpire1
2010-04-23 04:39:43,Royal Challengers Bangalore,Delhi Capitals,Eden Gardens,Delhi Capitals,field,Royal Challengers Bangalore,Umpire3,Umpire16
2010-04-06 06:23:42,Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,Mumbai Indians,bat,Chennai Super Kings,Umpire10,Umpire5
2022-05-07 08:06:08,Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire9,Umpire12
2020-07-23 08:07:20,Mumbai Indians,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,field,Mumbai Indians,Umpire19,Umpire18
2009-05-16 00:12:50,Chennai Super Kings,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,Chennai Super Kings,Umpire15,Umpire5
2014-09-30 06:15:41,Chennai Super Kings,Gujarat Titans,M. Chinnaswamy Stadium,Chennai Super Kings,field,Gujarat Titans,Umpire8,Umpire6
2016-11-20 15:19:11,Kolkata Knight Riders,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,Sunrisers Hyderabad,Umpire1,Umpire10
2016-08-08 11:04:11,Kolkata Knight Riders,Gujarat Titans,Arun Jaitley Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire8,Umpire18
2019-06-25 03:56:22,Royal Challengers Bangalore,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire8,Umpire4
2015-10-03 13:49:04,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire20,Umpire9
2023-07-11 12:24:37,Gujarat Titans,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Gujarat Titans,Umpire19,Umpire18
2022-03-18 04:47:00,Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire8,Umpire18
2014-04-02 03:56:39,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire13,Umpire12
2010-11-12 07:49:59,Chennai Super Kings,Delhi Capitals,Eden Gardens,Delhi Capitals,field,Delhi Capitals,Umpire4,Umpire20
2014-08-27 08:54:17,Delhi Capitals,Mumbai Indians,Eden Gardens,Delhi Capitals,bat,Delhi Capitals,Umpire5,Umpire15
2021-08-03 16:05:40,Sunrisers Hyderabad,Lucknow Super Giants,Wankhede Stadium,Sunrisers Hyderabad,bat,Lucknow Super Giants,Umpire14,Umpire13
2020-04-18 13:10:42,Royal Challengers Bangalore,Sunrisers Hyderabad,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,Umpire16,Umpire16
2008-01-05 20:47:04,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Sunrisers Hyderabad,bat,Mumbai Indians,Umpire9,Umpire12
2008-03-29 23:04:40,Rajasthan Royals,Delhi Capitals,Wankhede Stadium,Delhi Capitals,bat,Rajasthan Royals,Umpire13,Umpire17
2016-01-05 06:51:25,Sunrisers Hyderabad,Rajasthan Royals,Wankhede Stadium,Sunrisers Hyderabad,bat,Rajasthan Royals,Umpire9,Umpire13
2022-06-20 10:40:29,Mumbai Indians,Gujarat Titans,M. Chinnaswamy Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire2,Umpire10
2014-09-13 18:46:23,Kings XI Punjab,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,bat,Kings XI Punjab,Umpire15,Umpire6
2012-05-29 18:53:41,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Umpire8,Umpire1
2014-12-13 23:12:47,Kings XI Punjab,Sunrisers Hyderabad,Eden Gardens,Kings XI Punjab,field,Kings XI Punjab,Umpire6,Umpire8
2014-12-11 16:46:48,Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Chennai Super Kings,field,Royal Challengers Bangalore,Umpire3,Umpire15
2021-09-11 13:47:19,Sunrisers Hyderabad,Lucknow Super Giants,Arun Jaitley Stadium,Lucknow Super Giants,field,Sunrisers Hyderabad,Umpire11,Umpire20
2022-03-18 05:47:14,Royal Challengers Bangalore,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire8,Umpire19
2019-11-02 23:10:44,Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,bat,Rajasthan Royals,Umpire2,Umpire14
2018-12-02 15:08:04,Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Umpire6,Umpire16
2019-07-19 11:55:31,Gujarat Titans,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,Gujarat Titans,Umpire9,Umpire8
2022-04-10 01:43:44,Kolkata Knight Riders,Kings XI Punjab,Wankhede Stadium,Kolkata Knight Riders,field,Kings XI Punjab,Umpire11,Umpire20
2015-07-14 20:30:52,Sunrisers Hyderabad,Gujarat Titans,M. Chinnaswamy Stadium,Gujarat Titans,bat,Sunrisers Hyderabad,Umpire9,Umpire13
2018-11-19 18:50:17,Lucknow Super Giants,Gujarat Titans,Eden Gardens,Gujarat Titans,bat,Lucknow Super Giants,Umpire7,Umpire12
2017-03-23 03:40:12,Gujarat Titans,Chennai Super Kings,M. Chinnaswamy Stadium,Chennai Super Kings,bat,Gujarat Titans,Umpire14,Umpire19
2014-05-20 18:33:10,Royal Challengers Bangalore,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire13,Umpire6
2014-01-01 10:45:48,Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire18,Umpire10
2020-04-03 01:09:25,Sunrisers Hyderabad,Gujarat Titans,Arun Jaitley Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire20,Umpire5
2011-11-06 06:27:20,Mumbai Indians,Lucknow Super Giants,Arun Jaitley Stadium,Mumbai Indians,bat,Mumbai Indians,Umpire2,Umpire2
2013-04-19 19:03:27,Kings XI Punjab,Lucknow Super Giants,Wankhede Stadium,Lucknow Super Giants,bat,Kings XI Punjab,Umpire1,Umpire3
2019-07-07 20:28:32,Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,Delhi Capitals,field,Delhi Capitals,Umpire15,Umpire19
2022-06-07 22:13:32,Kolkata Knight Riders,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,bat,Kolkata Knight Riders,Umpire20,Umpire17
2021-11-21 01:52:44,Sunrisers Hyderabad,Kings XI Punjab,Wankhede Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire16,Umpire20
2014-05-01 15:40:12,Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,Gujarat Titans,bat,Gujarat Titans,Umpire16,Umpire14
2011-12-10 12:20:24,Kings XI Punjab,Mumbai Indians,Arun Jaitley Stadium,Kings XI Punjab,field,Mumbai Indians,Umpire7,Umpire7
2023-09-09 20:00:34,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire11,Umpire12
2014-05-29 23:53:46,Kings XI Punjab,Gujarat Titans,Eden Gardens,Kings XI Punjab,field,Kings XI Punjab,Umpire10,Umpire5
2014-11-13 18:06:24,Sunrisers Hyderabad,Kings XI Punjab,Arun Jaitley Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire5,Umpire13
2011-02-19 18:00:29,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire19,Umpire16
2020-07-21 06:42:36,Kings XI Punjab,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,bat,Kings XI Punjab,Umpire20,Umpire13
2020-12-05 22:43:13,Kolkata Knight Riders,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,Kolkata Knight Riders,Umpire12,Umpire15
2012-10-31 15:39:00,Delhi Capitals,Lucknow Super Giants,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire19,Umpire12
2013-04-06 03:53:43,Lucknow Super Giants,Gujarat Titans,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Lucknow Super Giants,Umpire7,Umpire15
2021-05-13 10:42:36,Lucknow Super Giants,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,bat,Chennai Super Kings,Umpire4,Umpire16
2019-03-19 22:02:09,Kings XI Punjab,Gujarat Titans,Eden Gardens,Kings XI Punjab,field,Gujarat Titans,Umpire10,Umpire8
2020-10-13 12:54:59,Kolkata Knight Riders,Lucknow Super Giants,M. Chinnaswamy Stadium,Kolkata Knight Riders,field,Lucknow Super Giants,Umpire19,Umpire16
2016-10-06 08:38:26,Mumbai Indians,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire12,Umpire6
2019-08-08 20:30:05,Gujarat Titans,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,Rajasthan Royals,Umpire18,Umpire4
2010-02-21 04:49:45,Sunrisers Hyderabad,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,Sunrisers Hyderabad,Umpire16,Umpire3
2018-03-22 00:49:07,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,Sunrisers Hyderabad,Umpire12,Umpire19
2023-08-26 15:46:10,Lucknow Super Giants,Mumbai Indians,Wankhede Stadium,Lucknow Super Giants,bat,Mumbai Indians,Umpire20,Umpire2
2022-09-12 17:24:05,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire15,Umpire8
2024-03-20 21:45:03,Kings XI Punjab,Lucknow Super Giants,Eden Gardens,Kings XI Punjab,bat,Lucknow Super Giants,Umpire8,Umpire5
2020-10-25 03:31:52,Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,Kolkata Knight Riders,Umpire2,Umpire3
2016-11-17 11:28:43,Delhi Capitals,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,field,Rajasthan Royals,Umpire9,Umpire15
2017-06-25 05:26:03,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Delhi Capitals,field,Delhi Capitals,Umpire1,Umpire14
2018-08-25 01:01:02,Gujarat Titans,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,Gujarat Titans,Umpire3,Umpire3
2015-11-25 08:56:30,Chennai Super Kings,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,Kolkata Knight Riders,Umpire19,Umpire2
2013-07-13 22:45:08,Sunrisers Hyderabad,Chennai Super Kings,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,Chennai Super Kings,Umpire17,Umpire17
2013-12-08 11:53:58,Chennai Super Kings,Gujarat Titans,Eden Gardens,Chennai Super Kings,bat,Chennai Super Kings,Umpire13,Umpire14
2021-10-28 01:13:13,Rajasthan Royals,Kolkata Knight Riders,Wankhede Stadium,Rajasthan Royals,bat,Kolkata Knight Riders,Umpire20,Umpire20
2019-05-17 00:59:18,Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,Lucknow Super Giants,bat,Delhi Capitals,Umpire8,Umpire13
2014-07-22 14:26:15,Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,Kings XI Punjab,bat,Delhi Capitals,Umpire19,Umpire19
2022-04-24 20:24:06,Gujarat Titans,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,Royal Challengers Bangalore,Umpire5,Umpire5
